date,pm25
2021-11-15T00:00:00.000Z,11.99
2021-11-16T00:00:00.000Z,36.9
2021-11-17T00:00:00.000Z,54.72
2021-11-18T00:00:00.000Z,52.34
2021-11-19T00:00:00.000Z,55.23
2021-11-20T00:00:00.000Z,47.43
2021-11-21T00:00:00.000Z,39.75
2021-11-22T00:00:00.000Z,20.7
2021-11-23T00:00:00.000Z,6.87
2021-11-24T00:00:00.000Z,7.53
2021-11-25T00:00:00.000Z,39.9
2021-11-26T00:00:00.000Z,9.57
2021-11-27T00:00:00.000Z,1.5
2021-11-28T00:00:00.000Z,3.4
2021-11-29T00:00:00.000Z,3.78
2021-11-30T00:00:00.000Z,1.3
2021-12-01T00:00:00.000Z,5.43
2021-12-02T00:00:00.000Z,35.65
2021-12-03T00:00:00.000Z,29.79
2021-12-04T00:00:00.000Z,12.07
2021-12-05T00:00:00.000Z,28.38
2021-12-06T00:00:00.000Z,27.42
2021-12-07T00:00:00.000Z,8.18
2021-12-08T00:00:00.000Z,23.25
2021-12-09T00:00:00.000Z,20.58
2021-12-10T00:00:00.000Z,24.33
2021-12-11T00:00:00.000Z,7.28
2021-12-12T00:00:00.000Z,2.67
2021-12-13T00:00:00.000Z,2.15
2021-12-14T00:00:00.000Z,8.78
2021-12-15T00:00:00.000Z,38.2
2021-12-16T00:00:00.000Z,73.97
2021-12-17T00:00:00.000Z,36.63
2021-12-18T00:00:00.000Z,78.23
2021-12-19T00:00:00.000Z,27.64
2021-12-20T00:00:00.000Z,38.14
2021-12-21T00:00:00.000Z,41.52
2021-12-22T00:00:00.000Z,32.03
2021-12-23T00:00:00.000Z,35.04
2021-12-24T00:00:00.000Z,37.65
2021-12-25T00:00:00.000Z,65.88
2021-12-26T00:00:00.000Z,49.42
2021-12-27T00:00:00.000Z,51.4
2021-12-28T00:00:00.000Z,44.47
2021-12-29T00:00:00.000Z,28.77
2021-12-30T00:00:00.000Z,55.85
2021-12-31T00:00:00.000Z,58.5
2022-01-01T00:00:00.000Z,60.45
2022-01-02T00:00:00.000Z,31.27
2022-01-03T00:00:00.000Z,49.02
2022-01-04T00:00:00.000Z,37.53
2022-01-05T00:00:00.000Z,14.95
2022-01-06T00:00:00.000Z,1.95
2022-01-07T00:00:00.000Z,10.07
2022-01-08T00:00:00.000Z,15.5
2022-01-09T00:00:00.000Z,37.75
2022-01-10T00:00:00.000Z,22.77
2022-01-11T00:00:00.000Z,10.98
2022-01-12T00:00:00.000Z,13.32
2022-01-13T00:00:00.000Z,10.8
2022-01-14T00:00:00.000Z,4.7
2022-01-15T00:00:00.000Z,6.22
2022-01-16T00:00:00.000Z,23.74
2022-01-17T00:00:00.000Z,9.25
2022-01-18T00:00:00.000Z,58.05
2022-01-19T00:00:00.000Z,65.48
2022-01-20T00:00:00.000Z,59.5
2022-01-21T00:00:00.000Z,46.59
2022-01-22T00:00:00.000Z,33.13
2022-01-23T00:00:00.000Z,48.83
2022-01-24T00:00:00.000Z,69.06
2022-01-25T00:00:00.000Z,57.14
2022-01-26T00:00:00.000Z,34.29
2022-01-27T00:00:00.000Z,52.6
2022-01-28T00:00:00.000Z,53.17
2022-01-29T00:00:00.000Z,19.21
2022-01-30T00:00:00.000Z,20.73
2022-01-31T00:00:00.000Z,49.31
2022-02-01T00:00:00.000Z,0.75
2022-02-02T00:00:00.000Z,4.22
2022-02-03T00:00:00.000Z,14.77
2022-02-04T00:00:00.000Z,24.67
2022-02-05T00:00:00.000Z,50.65
2022-02-06T00:00:00.000Z,65.42
2022-02-07T00:00:00.000Z,30.0
2022-02-08T00:00:00.000Z,2.21
2022-02-09T00:00:00.000Z,4.93
2022-02-10T00:00:00.000Z,3.3
2022-02-11T00:00:00.000Z,3.28
2022-02-12T00:00:00.000Z,3.97
2022-02-13T00:00:00.000Z,6.28
2022-02-14T00:00:00.000Z,13.76
2022-02-15T00:00:00.000Z,23.52
2022-02-16T00:00:00.000Z,21.6
2022-02-17T00:00:00.000Z,19.72
2022-02-18T00:00:00.000Z,67.9
2022-02-19T00:00:00.000Z,86.22
2022-02-20T00:00:00.000Z,81.88
2022-02-21T00:00:00.000Z,2.67
2022-02-22T00:00:00.000Z,0.55
2022-02-23T00:00:00.000Z,5.7
2022-02-24T00:00:00.000Z,19.66
2022-02-25T00:00:00.000Z,2.78
2022-02-26T00:00:00.000Z,1.63
2022-02-27T00:00:00.000Z,3.47
2022-02-28T00:00:00.000Z,7.52
2022-03-01T00:00:00.000Z,5.47
2022-03-02T00:00:00.000Z,8.69
2022-03-03T00:00:00.000Z,16.45
2022-03-04T00:00:00.000Z,22.5
2022-03-05T00:00:00.000Z,12.32
2022-03-06T00:00:00.000Z,10.48
2022-03-07T00:00:00.000Z,13.55
2022-03-08T00:00:00.000Z,4.32
2022-03-09T00:00:00.000Z,11.93
2022-03-10T00:00:00.000Z,14.77
2022-03-11T00:00:00.000Z,9.13
2022-03-12T00:00:00.000Z,10.38
2022-03-13T00:00:00.000Z,8.02
2022-03-14T00:00:00.000Z,13.98
2022-03-15T00:00:00.000Z,21.3
2022-03-16T00:00:00.000Z,34.52
2022-03-17T00:00:00.000Z,35.54
2022-03-18T00:00:00.000Z,16.55
2022-03-19T00:00:00.000Z,11.38
2022-03-20T00:00:00.000Z,15.34
2022-03-21T00:00:00.000Z,9.9
2022-03-22T00:00:00.000Z,9.98
2022-03-23T00:00:00.000Z,12.05
2022-03-24T00:00:00.000Z,12.25
2022-03-25T00:00:00.000Z,11.18
2022-03-26T00:00:00.000Z,13.45
2022-03-27T00:00:00.000Z,21.63
2022-03-28T00:00:00.000Z,22.12
2022-03-29T00:00:00.000Z,32.09
2022-03-30T00:00:00.000Z,23.8
2022-03-31T00:00:00.000Z,19.23
2022-04-01T00:00:00.000Z,1.8
2022-04-02T00:00:00.000Z,1.23
2022-04-03T00:00:00.000Z,3.95
2022-04-04T00:00:00.000Z,5.9
2022-04-05T00:00:00.000Z,8.27
2022-04-06T00:00:00.000Z,7.43
2022-04-07T00:00:00.000Z,5.77
2022-04-08T00:00:00.000Z,1.42
2022-04-09T00:00:00.000Z,2.2
2022-04-10T00:00:00.000Z,1.08
2022-04-11T00:00:00.000Z,2.5
2022-04-12T00:00:00.000Z,5.4
2022-04-13T00:00:00.000Z,4.4
2022-04-14T00:00:00.000Z,3.03
2022-04-15T00:00:00.000Z,3.45
2022-04-16T00:00:00.000Z,2.22
2022-04-17T00:00:00.000Z,1.88
2022-04-18T00:00:00.000Z,2.2
2022-04-19T00:00:00.000Z,4.15
2022-04-20T00:00:00.000Z,3.42
2022-04-21T00:00:00.000Z,9.27
2022-04-22T00:00:00.000Z,19.5
2022-04-23T00:00:00.000Z,1.65
2022-04-24T00:00:00.000Z,0.7
2022-04-25T00:00:00.000Z,1.1
2022-04-26T00:00:00.000Z,3.75
2022-04-27T00:00:00.000Z,2.72
2022-04-28T00:00:00.000Z,1.95
2022-04-29T00:00:00.000Z,2.38
2022-04-30T00:00:00.000Z,2.7
2022-05-01T00:00:00.000Z,4.8
2022-05-02T00:00:00.000Z,5.09
2022-05-03T00:00:00.000Z,3.95
2022-05-04T00:00:00.000Z,4.3
2022-05-05T00:00:00.000Z,13.92
2022-05-06T00:00:00.000Z,10.85
2022-05-07T00:00:00.000Z,16.77
2022-05-08T00:00:00.000Z,10.73
2022-05-09T00:00:00.000Z,10.43
2022-05-10T00:00:00.000Z,6.68
2022-05-11T00:00:00.000Z,5.3
2022-05-12T00:00:00.000Z,2.65
2022-05-13T00:00:00.000Z,2.4
2022-05-14T00:00:00.000Z,3.6
2022-05-15T00:00:00.000Z,4.2
2022-05-16T00:00:00.000Z,2.85
2022-05-17T00:00:00.000Z,4.78
2022-05-18T00:00:00.000Z,2.29
2022-05-19T00:00:00.000Z,1.87
2022-05-20T00:00:00.000Z,2.58
2022-05-21T00:00:00.000Z,2.5
2022-05-22T00:00:00.000Z,3.87
2022-05-23T00:00:00.000Z,3.13
2022-05-24T00:00:00.000Z,3.67
2022-05-25T00:00:00.000Z,5.47
2022-05-26T00:00:00.000Z,7.78
2022-05-27T00:00:00.000Z,7.28
2022-05-28T00:00:00.000Z,4.43
2022-05-29T00:00:00.000Z,3.3
2022-05-30T00:00:00.000Z,4.0
2022-05-31T00:00:00.000Z,13.55
2022-06-01T00:00:00.000Z,8.44
2022-06-02T00:00:00.000Z,4.5
2022-06-03T00:00:00.000Z,17.17
2022-06-04T00:00:00.000Z,30.0
2022-06-05T00:00:00.000Z,7.99
2022-06-06T00:00:00.000Z,4.0
2022-06-07T00:00:00.000Z,3.0
2022-06-08T00:00:00.000Z,1.4
2022-06-09T00:00:00.000Z,0.7
2022-06-10T00:00:00.000Z,0.6
2022-06-11T00:00:00.000Z,1.1
2022-06-12T00:00:00.000Z,1.5
2022-06-13T00:00:00.000Z,2.02
2022-06-14T00:00:00.000Z,2.85
2022-06-15T00:00:00.000Z,4.34
2022-06-16T00:00:00.000Z,5.43
2022-06-17T00:00:00.000Z,4.93
2022-06-18T00:00:00.000Z,2.95
2022-06-19T00:00:00.000Z,2.29
2022-06-20T00:00:00.000Z,2.42
2022-06-21T00:00:00.000Z,2.45
2022-06-22T00:00:00.000Z,3.95
2022-06-23T00:00:00.000Z,6.75
2022-06-24T00:00:00.000Z,2.02
2022-06-25T00:00:00.000Z,1.95
2022-06-26T00:00:00.000Z,1.95
2022-06-27T00:00:00.000Z,4.47
2022-06-28T00:00:00.000Z,5.63
2022-06-29T00:00:00.000Z,3.39
2022-06-30T00:00:00.000Z,2.45
2022-07-01T00:00:00.000Z,3.13
2022-07-02T00:00:00.000Z,2.95
2022-07-03T00:00:00.000Z,3.24
2022-07-04T00:00:00.000Z,3.41
2022-07-05T00:00:00.000Z,2.5
2022-07-06T00:00:00.000Z,1.7
2022-07-07T00:00:00.000Z,2.08
2022-07-08T00:00:00.000Z,0.9
2022-07-09T00:00:00.000Z,0.9
2022-07-10T00:00:00.000Z,0.9
2022-07-11T00:00:00.000Z,1.48
2022-07-12T00:00:00.000Z,1.7
2022-07-13T00:00:00.000Z,1.38
2022-07-14T00:00:00.000Z,1.17
2022-07-15T00:00:00.000Z,2.2
2022-07-16T00:00:00.000Z,3.41
2022-07-17T00:00:00.000Z,3.6
2022-07-18T00:00:00.000Z,2.5
2022-07-19T00:00:00.000Z,1.9
2022-07-20T00:00:00.000Z,2.38
2022-07-21T00:00:00.000Z,2.97
2022-07-22T00:00:00.000Z,4.5
2022-07-23T00:00:00.000Z,5.28
2022-07-24T00:00:00.000Z,4.9
2022-07-25T00:00:00.000Z,6.4
2022-07-26T00:00:00.000Z,5.97
2022-07-27T00:00:00.000Z,3.42
2022-07-28T00:00:00.000Z,4.03
2022-07-29T00:00:00.000Z,4.8
2022-07-30T00:00:00.000Z,2.25
2022-07-31T00:00:00.000Z,1.58
2022-08-01T00:00:00.000Z,1.52
2022-08-02T00:00:00.000Z,1.5
2022-08-03T00:00:00.000Z,1.69
2022-08-04T00:00:00.000Z,1.4
2022-08-05T00:00:00.000Z,1.85
2022-08-06T00:00:00.000Z,2.4
2022-08-07T00:00:00.000Z,2.15
2022-08-08T00:00:00.000Z,3.95
2022-08-09T00:00:00.000Z,3.1
2022-08-10T00:00:00.000Z,2.35
2022-08-11T00:00:00.000Z,1.58
2022-08-12T00:00:00.000Z,1.4
2022-08-13T00:00:00.000Z,1.38
2022-08-14T00:00:00.000Z,1.5
2022-08-15T00:00:00.000Z,2.08
2022-08-16T00:00:00.000Z,3.08
2022-08-17T00:00:00.000Z,4.13
2022-08-18T00:00:00.000Z,4.84
2022-08-19T00:00:00.000Z,0.95
2022-08-20T00:00:00.000Z,1.12
2022-08-21T00:00:00.000Z,1.12
2022-08-22T00:00:00.000Z,1.75
2022-08-23T00:00:00.000Z,1.1
2022-08-24T00:00:00.000Z,1.12
2022-08-25T00:00:00.000Z,3.4
2022-08-26T00:00:00.000Z,4.75
2022-08-27T00:00:00.000Z,6.5
2022-08-28T00:00:00.000Z,4.29
2022-08-29T00:00:00.000Z,2.45
2022-08-30T00:00:00.000Z,3.58
2022-08-31T00:00:00.000Z,7.82
2022-09-01T00:00:00.000Z,3.0
2022-09-02T00:00:00.000Z,1.85
2022-09-03T00:00:00.000Z,2.85
2022-09-04T00:00:00.000Z,3.08
2022-09-05T00:00:00.000Z,2.6
2022-09-06T00:00:00.000Z,2.6
2022-09-07T00:00:00.000Z,3.55
2022-09-08T00:00:00.000Z,3.38
2022-09-09T00:00:00.000Z,2.29
2022-09-10T00:00:00.000Z,1.7
2022-09-11T00:00:00.000Z,1.4
2022-09-12T00:00:00.000Z,1.27
2022-09-13T00:00:00.000Z,1.6
2022-09-14T00:00:00.000Z,1.6
2022-09-15T00:00:00.000Z,2.47
2022-09-16T00:00:00.000Z,2.13
2022-09-17T00:00:00.000Z,0.85
2022-09-18T00:00:00.000Z,0.51
2022-09-19T00:00:00.000Z,1.2
2022-09-20T00:00:00.000Z,1.4
2022-09-21T00:00:00.000Z,1.0
2022-09-22T00:00:00.000Z,0.95
2022-09-23T00:00:00.000Z,1.3
2022-09-24T00:00:00.000Z,2.38
2022-09-25T00:00:00.000Z,25.74
2022-09-26T00:00:00.000Z,6.78
2022-09-27T00:00:00.000Z,1.92
2022-09-28T00:00:00.000Z,2.2
2022-09-29T00:00:00.000Z,1.48
2022-09-30T00:00:00.000Z,2.52
2022-10-01T00:00:00.000Z,2.78
2022-10-02T00:00:00.000Z,1.4
2022-10-03T00:00:00.000Z,2.97
2022-10-04T00:00:00.000Z,6.3
2022-10-05T00:00:00.000Z,7.44
2022-10-06T00:00:00.000Z,8.88
2022-10-07T00:00:00.000Z,9.68
2022-10-08T00:00:00.000Z,9.43
2022-10-09T00:00:00.000Z,12.03
2022-10-10T00:00:00.000Z,8.18
2022-10-11T00:00:00.000Z,16.57
2022-10-12T00:00:00.000Z,14.74
2022-10-13T00:00:00.000Z,10.64
2022-10-14T00:00:00.000Z,13.87
2022-10-15T00:00:00.000Z,10.47
2022-10-16T00:00:00.000Z,7.32
2022-10-17T00:00:00.000Z,11.68
2022-10-18T00:00:00.000Z,20.1
2022-10-21T00:00:00.000Z,33.1
2022-10-22T00:00:00.000Z,4.13
2022-10-23T00:00:00.000Z,18.92
2022-10-24T00:00:00.000Z,10.77
2022-10-25T00:00:00.000Z,8.27
2022-10-26T00:00:00.000Z,7.85
2022-10-27T00:00:00.000Z,21.33
2022-10-28T00:00:00.000Z,32.99
2022-10-29T00:00:00.000Z,9.65
2022-10-30T00:00:00.000Z,5.03
2022-10-31T00:00:00.000Z,4.47
2022-11-01T00:00:00.000Z,5.09
2022-11-02T00:00:00.000Z,19.1
2022-11-03T00:00:00.000Z,68.05
2022-11-04T00:00:00.000Z,1.7
2022-11-05T00:00:00.000Z,3.42
2022-11-06T00:00:00.000Z,3.13
2022-11-07T00:00:00.000Z,8.8
2022-11-08T00:00:00.000Z,17.23
2022-11-09T00:00:00.000Z,46.03
2022-11-10T00:00:00.000Z,73.03
2022-11-11T00:00:00.000Z,72.02
2022-11-12T00:00:00.000Z,16.88
2022-11-13T00:00:00.000Z,25.49
2022-11-14T00:00:00.000Z,33.08
2022-11-15T00:00:00.000Z,42.01
2022-11-16T00:00:00.000Z,28.45
2022-11-17T00:00:00.000Z,29.58
2022-11-18T00:00:00.000Z,27.15
2022-11-19T00:00:00.000Z,46.56
2022-11-20T00:00:00.000Z,24.85
2022-11-21T00:00:00.000Z,15.1
2022-11-22T00:00:00.000Z,3.22
2022-11-23T00:00:00.000Z,1.41
2022-11-24T00:00:00.000Z,5.89
2022-11-25T00:00:00.000Z,19.73
2022-11-26T00:00:00.000Z,52.58
2022-11-27T00:00:00.000Z,21.65
2022-11-28T00:00:00.000Z,21.3
2022-11-29T00:00:00.000Z,50.72
2022-11-30T00:00:00.000Z,30.45
2022-12-01T00:00:00.000Z,30.98
2022-12-02T00:00:00.000Z,19.47
2022-12-03T00:00:00.000Z,26.73
2022-12-04T00:00:00.000Z,13.93
2022-12-05T00:00:00.000Z,24.2
2022-12-06T00:00:00.000Z,19.8
2022-12-07T00:00:00.000Z,57.28
2022-12-08T00:00:00.000Z,52.52
2022-12-09T00:00:00.000Z,25.6
2022-12-10T00:00:00.000Z,18.63
2022-12-11T00:00:00.000Z,18.19
2022-12-12T00:00:00.000Z,25.17
2022-12-13T00:00:00.000Z,21.35
2022-12-14T00:00:00.000Z,20.14
2022-12-15T00:00:00.000Z,27.27
2022-12-16T00:00:00.000Z,23.15
2022-12-17T00:00:00.000Z,16.14
2022-12-18T00:00:00.000Z,8.18
2022-12-19T00:00:00.000Z,44.59
2022-12-20T00:00:00.000Z,50.42
2022-12-21T00:00:00.000Z,65.17
2022-12-22T00:00:00.000Z,55.4
2022-12-23T00:00:00.000Z,43.67
2022-12-24T00:00:00.000Z,74.95
2022-12-25T00:00:00.000Z,54.28
2022-12-26T00:00:00.000Z,48.75
2022-12-27T00:00:00.000Z,59.65
2022-12-28T00:00:00.000Z,57.42
2022-12-29T00:00:00.000Z,61.97
2022-12-30T00:00:00.000Z,68.97
2022-12-31T00:00:00.000Z,36.03
2023-01-01T00:00:00.000Z,54.38
2023-01-02T00:00:00.000Z,32.0
2023-01-03T00:00:00.000Z,40.92
2023-01-04T00:00:00.000Z,23.3
2023-01-05T00:00:00.000Z,26.45
2023-01-06T00:00:00.000Z,32.22
2023-01-07T00:00:00.000Z,31.01
2023-01-08T00:00:00.000Z,42.55
2023-01-09T00:00:00.000Z,15.4
2023-01-10T00:00:00.000Z,1.3
2023-01-11T00:00:00.000Z,2.75
2023-01-12T00:00:00.000Z,10.13
2023-01-13T00:00:00.000Z,22.1
2023-01-14T00:00:00.000Z,34.35
2023-01-15T00:00:00.000Z,63.47
2023-01-16T00:00:00.000Z,46.47
2023-01-17T00:00:00.000Z,37.71
2023-01-18T00:00:00.000Z,24.85
2023-01-19T00:00:00.000Z,30.42
2023-01-20T00:00:00.000Z,31.53
2023-01-21T00:00:00.000Z,6.15
2023-01-22T00:00:00.000Z,2.27
2023-01-23T00:00:00.000Z,8.77
2023-01-24T00:00:00.000Z,11.04
2023-01-25T00:00:00.000Z,22.75
2023-01-26T00:00:00.000Z,10.7
2023-01-27T00:00:00.000Z,7.6
2023-01-28T00:00:00.000Z,15.3
2023-01-29T00:00:00.000Z,18.05
2023-01-30T00:00:00.000Z,13.54
2023-01-31T00:00:00.000Z,19.32
2023-02-01T00:00:00.000Z,8.14
2023-02-02T00:00:00.000Z,3.53
2023-02-03T00:00:00.000Z,11.52
2023-02-04T00:00:00.000Z,11.2
2023-02-05T00:00:00.000Z,2.7
2023-02-06T00:00:00.000Z,4.28
2023-02-07T00:00:00.000Z,10.38
2023-02-08T00:00:00.000Z,11.27
2023-02-09T00:00:00.000Z,11.6
2023-02-10T00:00:00.000Z,15.8
2023-02-11T00:00:00.000Z,15.88
2023-02-12T00:00:00.000Z,16.42
2023-02-13T00:00:00.000Z,18.73
2023-02-14T00:00:00.000Z,33.25
2023-02-15T00:00:00.000Z,19.98
2023-02-16T00:00:00.000Z,16.85
2023-02-17T00:00:00.000Z,12.35
2023-02-18T00:00:00.000Z,22.9
2023-02-19T00:00:00.000Z,17.67
2023-02-20T00:00:00.000Z,31.89
2023-02-21T00:00:00.000Z,41.25
2023-02-22T00:00:00.000Z,64.45
2023-02-23T00:00:00.000Z,44.14
2023-02-24T00:00:00.000Z,32.29
2023-02-25T00:00:00.000Z,34.67
2023-02-26T00:00:00.000Z,1.85
2023-02-27T00:00:00.000Z,3.45
2023-02-28T00:00:00.000Z,13.98
2023-03-01T00:00:00.000Z,22.58
2023-03-02T00:00:00.000Z,23.63
2023-03-03T00:00:00.000Z,21.38
2023-03-04T00:00:00.000Z,13.13
2023-03-05T00:00:00.000Z,6.62
2023-03-06T00:00:00.000Z,2.08
2023-03-07T00:00:00.000Z,2.9
2023-03-08T00:00:00.000Z,2.27
2023-03-09T00:00:00.000Z,2.54
2023-03-10T00:00:00.000Z,8.55
2023-03-11T00:00:00.000Z,2.89
2023-03-12T00:00:00.000Z,3.78
2023-03-13T00:00:00.000Z,8.65
2023-03-14T00:00:00.000Z,4.4
2023-03-15T00:00:00.000Z,2.04
2023-03-16T00:00:00.000Z,1.6
2023-03-17T00:00:00.000Z,3.25
2023-03-18T00:00:00.000Z,6.65
2023-03-19T00:00:00.000Z,20.2
2023-03-20T00:00:00.000Z,33.45
2023-03-21T00:00:00.000Z,20.46
2023-03-22T00:00:00.000Z,5.6
2023-03-23T00:00:00.000Z,3.75
2023-03-24T00:00:00.000Z,2.2
2023-03-25T00:00:00.000Z,1.73
2023-03-26T00:00:00.000Z,2.6
2023-03-27T00:00:00.000Z,1.17
2023-03-28T00:00:00.000Z,1.0
2023-03-29T00:00:00.000Z,1.73
2023-03-30T00:00:00.000Z,2.15
2023-03-31T00:00:00.000Z,2.5
2023-04-01T00:00:00.000Z,7.13
2023-04-02T00:00:00.000Z,3.05
2023-04-03T00:00:00.000Z,2.63
2023-04-04T00:00:00.000Z,1.83
2023-04-05T00:00:00.000Z,3.4
2023-04-06T00:00:00.000Z,4.88
2023-04-07T00:00:00.000Z,7.75
2023-04-08T00:00:00.000Z,8.23
2023-04-09T00:00:00.000Z,2.08
2023-04-10T00:00:00.000Z,2.54
2023-04-11T00:00:00.000Z,2.1
2023-04-12T00:00:00.000Z,9.25
2023-04-13T00:00:00.000Z,4.17
2023-04-14T00:00:00.000Z,1.1
2023-04-15T00:00:00.000Z,1.42
2023-04-16T00:00:00.000Z,1.2
2023-04-17T00:00:00.000Z,2.5
2023-04-18T00:00:00.000Z,2.63
2023-04-19T00:00:00.000Z,2.4
2023-04-20T00:00:00.000Z,10.98
2023-04-21T00:00:00.000Z,15.11
2023-04-22T00:00:00.000Z,12.32
2023-04-23T00:00:00.000Z,3.3
2023-04-24T00:00:00.000Z,2.65
2023-04-25T00:00:00.000Z,1.65
2023-04-26T00:00:00.000Z,1.3
2023-04-27T00:00:00.000Z,2.2
2023-04-28T00:00:00.000Z,4.93
2023-04-29T00:00:00.000Z,14.75
2023-04-30T00:00:00.000Z,13.7
2023-05-01T00:00:00.000Z,11.05
2023-05-02T00:00:00.000Z,6.82
2023-05-03T00:00:00.000Z,4.59
2023-05-04T00:00:00.000Z,4.25
2023-05-05T00:00:00.000Z,3.17
2023-05-06T00:00:00.000Z,5.55
2023-05-07T00:00:00.000Z,6.59
2023-05-08T00:00:00.000Z,5.43
2023-05-09T00:00:00.000Z,7.13
2023-05-10T00:00:00.000Z,8.3
2023-05-11T00:00:00.000Z,2.88
2023-05-12T00:00:00.000Z,6.43
2023-05-13T00:00:00.000Z,5.88
2023-05-14T00:00:00.000Z,4.28
2023-05-15T00:00:00.000Z,1.49
2023-05-16T00:00:00.000Z,3.08
2023-05-17T00:00:00.000Z,3.12
2023-05-18T00:00:00.000Z,2.4
2023-05-19T00:00:00.000Z,3.88
2023-05-20T00:00:00.000Z,23.64
2023-05-21T00:00:00.000Z,11.45
2023-05-22T00:00:00.000Z,9.88
2023-05-23T00:00:00.000Z,6.4
2023-05-24T00:00:00.000Z,6.72
2023-05-25T00:00:00.000Z,9.3
2023-05-26T00:00:00.000Z,6.82
2023-05-27T00:00:00.000Z,6.94
2023-05-28T00:00:00.000Z,6.53
2023-05-29T00:00:00.000Z,7.3
2023-05-30T00:00:00.000Z,5.85
2023-05-31T00:00:00.000Z,5.68
2023-06-01T00:00:00.000Z,5.09
2023-06-02T00:00:00.000Z,5.18
2023-06-03T00:00:00.000Z,5.9
2023-06-04T00:00:00.000Z,7.45
2023-06-05T00:00:00.000Z,7.47
2023-06-06T00:00:00.000Z,9.94
2023-06-07T00:00:00.000Z,4.72
2023-06-08T00:00:00.000Z,3.67
2023-06-09T00:00:00.000Z,3.5
2023-06-10T00:00:00.000Z,8.43
2023-06-11T00:00:00.000Z,3.9
2023-06-12T00:00:00.000Z,4.0
2023-06-13T00:00:00.000Z,3.85
2023-06-14T00:00:00.000Z,3.13
2023-06-15T00:00:00.000Z,5.09
2023-06-16T00:00:00.000Z,4.68
2023-06-17T00:00:00.000Z,4.5
2023-06-18T00:00:00.000Z,4.93
2023-06-19T00:00:00.000Z,4.43
2023-06-20T00:00:00.000Z,3.88
2023-06-21T00:00:00.000Z,4.68
2023-06-22T00:00:00.000Z,4.98
2023-06-23T00:00:00.000Z,5.43
2023-06-24T00:00:00.000Z,2.17
2023-06-25T00:00:00.000Z,3.17
2023-06-26T00:00:00.000Z,4.32
2023-06-27T00:00:00.000Z,5.03
2023-06-28T00:00:00.000Z,7.14
2023-06-29T00:00:00.000Z,1.85
2023-06-30T00:00:00.000Z,6.03
2023-07-01T00:00:00.000Z,26.35
2023-07-02T00:00:00.000Z,5.47
2023-07-03T00:00:00.000Z,3.0
2023-07-04T00:00:00.000Z,1.6
2023-07-05T00:00:00.000Z,3.5
2023-07-06T00:00:00.000Z,4.28
2023-07-07T00:00:00.000Z,4.15
2023-07-08T00:00:00.000Z,4.3
2023-07-09T00:00:00.000Z,4.75
2023-07-10T00:00:00.000Z,5.45
2023-07-11T00:00:00.000Z,5.72
2023-07-12T00:00:00.000Z,6.32
2023-07-13T00:00:00.000Z,5.53
2023-07-14T00:00:00.000Z,4.72
2023-07-15T00:00:00.000Z,4.18
2023-07-16T00:00:00.000Z,4.25
2023-07-17T00:00:00.000Z,5.0
2023-07-18T00:00:00.000Z,5.45
2023-07-19T00:00:00.000Z,6.07
2023-07-20T00:00:00.000Z,6.31
2023-07-21T00:00:00.000Z,5.2
2023-07-22T00:00:00.000Z,5.15
2023-07-23T00:00:00.000Z,10.23
2023-07-24T00:00:00.000Z,13.39
2023-07-25T00:00:00.000Z,4.9
2023-07-26T00:00:00.000Z,2.15
2023-07-27T00:00:00.000Z,1.5
2023-07-28T00:00:00.000Z,2.4
2023-07-29T00:00:00.000Z,2.75
2023-07-30T00:00:00.000Z,2.39
2023-07-31T00:00:00.000Z,2.97
2023-08-01T00:00:00.000Z,3.95
2023-08-02T00:00:00.000Z,4.07
2023-08-03T00:00:00.000Z,3.3
2023-08-04T00:00:00.000Z,1.63
2023-08-05T00:00:00.000Z,0.7
2023-08-06T00:00:00.000Z,0.9
2023-08-07T00:00:00.000Z,0.8
2023-08-08T00:00:00.000Z,1.0
2023-08-09T00:00:00.000Z,1.52
2023-08-10T00:00:00.000Z,1.7
2023-08-11T00:00:00.000Z,2.0
2023-08-12T00:00:00.000Z,2.33
2023-08-13T00:00:00.000Z,2.75
2023-08-14T00:00:00.000Z,3.42
2023-08-15T00:00:00.000Z,3.78
2023-08-16T00:00:00.000Z,6.13
2023-08-17T00:00:00.000Z,8.48
2023-08-18T00:00:00.000Z,7.55
2023-08-19T00:00:00.000Z,6.6
2023-08-20T00:00:00.000Z,7.13
2023-08-21T00:00:00.000Z,6.47
2023-08-22T00:00:00.000Z,6.55
2023-08-23T00:00:00.000Z,5.28
2023-08-24T00:00:00.000Z,4.59
2023-08-25T00:00:00.000Z,5.17
2023-08-26T00:00:00.000Z,5.97
2023-08-27T00:00:00.000Z,6.1
2023-08-28T00:00:00.000Z,2.29
2023-08-29T00:00:00.000Z,1.35
2023-08-30T00:00:00.000Z,0.5
2023-08-31T00:00:00.000Z,1.4
2023-09-01T00:00:00.000Z,2.47
2023-09-02T00:00:00.000Z,2.97
2023-09-03T00:00:00.000Z,3.57
2023-09-04T00:00:00.000Z,2.35
2023-09-05T00:00:00.000Z,2.78
2023-09-06T00:00:00.000Z,3.0
2023-09-07T00:00:00.000Z,3.67
2023-09-08T00:00:00.000Z,4.88
2023-09-09T00:00:00.000Z,5.18
2023-09-10T00:00:00.000Z,4.73
2023-09-11T00:00:00.000Z,5.68
2023-09-12T00:00:00.000Z,5.45
2023-09-13T00:00:00.000Z,4.57
